source_label,list_url,detail_url,download_url,pdf_local,txt_local,sha1_pdf,pdf_text_len,title,crawl_time
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/f3457a8accf6dcb8cac036fc547a505438488a3c.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/f3457a8accf6dcb8cac036fc547a505438488a3c.txt,f3457a8accf6dcb8cac036fc547a505438488a3c,0,ace93236d004476e802f9b0914d03973.docx,2025-10-17T07:05:11.214107+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/c13b1240b5858478c85091660240fe0593506789.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/c13b1240b5858478c85091660240fe0593506789.txt,c13b1240b5858478c85091660240fe0593506789,0,2821587cc0b1421d8073d4409b6bd556.docx,2025-10-17T07:05:11.283809+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/e1dbb62bab44ddb99532abcf0575517cf249398b.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/e1dbb62bab44ddb99532abcf0575517cf249398b.txt,e1dbb62bab44ddb99532abcf0575517cf249398b,0,856135adfcd148b49561cdb1651a0964.docx,2025-10-17T07:05:13.835651+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/07ae474827ad54690ab27222d0feb5a401d6f7bf.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/07ae474827ad54690ab27222d0feb5a401d6f7bf.txt,07ae474827ad54690ab27222d0feb5a401d6f7bf,0,80f7979226f04df791fbc06ce0228d16.docx,2025-10-17T07:05:13.908047+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/4400204b2a345ae36baecf3b2602be5b6b891bdd.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/4400204b2a345ae36baecf3b2602be5b6b891bdd.txt,4400204b2a345ae36baecf3b2602be5b6b891bdd,0,2f27427361dd45bf8df31eed3c0b6ae6.docx,2025-10-17T07:05:13.986149+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/e85e670d19e4cf8fb97b86fb17d917d6a5664f14.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/e85e670d19e4cf8fb97b86fb17d917d6a5664f14.txt,e85e670d19e4cf8fb97b86fb17d917d6a5664f14,0,33ee7f1a99ce49ddad9b4d30f2af2a74.docx,2025-10-17T07:05:14.130621+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/c0382f314f8817a351579d9a1fc27918f49c8d61.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/c0382f314f8817a351579d9a1fc27918f49c8d61.txt,c0382f314f8817a351579d9a1fc27918f49c8d61,0,019245cfabe64bb998f4ed6133abd2ac.doc,2025-10-17T07:05:14.425310+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/ec5441bada0f6af9b4dda5e31e93b34f80c60199.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/ec5441bada0f6af9b4dda5e31e93b34f80c60199.txt,ec5441bada0f6af9b4dda5e31e93b34f80c60199,0,0b0200c4945f484c91ff5caa41d361e5.docx,2025-10-17T07:05:14.637543+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/8db892025bb65a0f3809c5918f9665da68f80e33.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/8db892025bb65a0f3809c5918f9665da68f80e33.txt,8db892025bb65a0f3809c5918f9665da68f80e33,42390,2441ed84190f423bb4ea50ef8ceb3153.pdf,2025-10-17T07:05:22.382301+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/9d9d4acbba967e375e4e1ae3547c68024f9dbff5.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/9d9d4acbba967e375e4e1ae3547c68024f9dbff5.txt,9d9d4acbba967e375e4e1ae3547c68024f9dbff5,26980,3b416756444a4d928635782874c13f69.pdf,2025-10-17T07:05:24.320452+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/4db04593466edc9e424cd556e35837452d261b08.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/4db04593466edc9e424cd556e35837452d261b08.txt,4db04593466edc9e424cd556e35837452d261b08,15102,a1714144571a4ab19779d15c7e62beaa.pdf,2025-10-17T07:05:27.693684+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/159ef55056efd25f9b0b434d3d2d51f092283747.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/159ef55056efd25f9b0b434d3d2d51f092283747.txt,159ef55056efd25f9b0b434d3d2d51f092283747,29743,2f1a6b47195a444c8160020c4b22e9b5.pdf,2025-10-17T07:05:29.490759+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/f616dda3b6e66de5c76c7922346c2a4d22e0560c.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/f616dda3b6e66de5c76c7922346c2a4d22e0560c.txt,f616dda3b6e66de5c76c7922346c2a4d22e0560c,105605,cc75b68f91c246b38b97c6a0802a6323.pdf,2025-10-17T07:05:34.782665+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/c1b9e5b7b6525f0e6c574d548b6ed63cd89494fe.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/c1b9e5b7b6525f0e6c574d548b6ed63cd89494fe.txt,c1b9e5b7b6525f0e6c574d548b6ed63cd89494fe,0,90c9986a2fde4ea1a43ced66d9bbe4ed.doc,2025-10-17T07:05:40.868293+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/cf12362e9263fc79d1243505ab36eb6538b24a4c.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/cf12362e9263fc79d1243505ab36eb6538b24a4c.txt,cf12362e9263fc79d1243505ab36eb6538b24a4c,0,11362f8ee49f4c398b4a85d95f91bfa4.doc,2025-10-17T07:05:41.240176+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/73fea0a12fe02ca89340ab0260fb0bbac01bd828.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/73fea0a12fe02ca89340ab0260fb0bbac01bd828.txt,73fea0a12fe02ca89340ab0260fb0bbac01bd828,0,082f975e6d074e8cabdff0e4e1b3032e.docx,2025-10-17T07:05:41.405743+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/baa19e7f5dd6cf5b5fa82fbca08907670d3524a8.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/baa19e7f5dd6cf5b5fa82fbca08907670d3524a8.txt,baa19e7f5dd6cf5b5fa82fbca08907670d3524a8,0,ab23266d45694ebf9900db061cd88905.docx,2025-10-17T07:05:41.691688+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/20ec032c2e1cf91e6de20b5f933b46eeae8be3ba.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/20ec032c2e1cf91e6de20b5f933b46eeae8be3ba.txt,20ec032c2e1cf91e6de20b5f933b46eeae8be3ba,0,47fed6582a23419db3a35fc4c2e6c7bd.docx,2025-10-17T07:05:43.902936+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/13f2934af70e95771e813df8064e550b3780c49f.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/13f2934af70e95771e813df8064e550b3780c49f.txt,13f2934af70e95771e813df8064e550b3780c49f,0,f8bfc7eeaf7f49a9a86cf398ac91cd51.docx,2025-10-17T07:05:43.996872+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/523ee655f524f756db33f98115d4fbc914f52e1f.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/523ee655f524f756db33f98115d4fbc914f52e1f.txt,523ee655f524f756db33f98115d4fbc914f52e1f,0,f246f51fb5d141d9abc9c6177b7fdd57.docx,2025-10-17T07:05:44.085991+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/a9f28f67e5ea48d815961cd0ad04a0d646f3dfb4.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/a9f28f67e5ea48d815961cd0ad04a0d646f3dfb4.txt,a9f28f67e5ea48d815961cd0ad04a0d646f3dfb4,105550,bf2c13eac5bd425caf8e6e3fec8d924a.pdf,2025-10-17T07:05:53.536950+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/47f753db017944c9b97b8d3db267e3592339116b.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/47f753db017944c9b97b8d3db267e3592339116b.txt,47f753db017944c9b97b8d3db267e3592339116b,0,0953aaa9d472492d8ec4327482fc2bcd.doc,2025-10-17T07:05:55.448688+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/e6f99c969cea9fdee56f9420dd9e52839379e007.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/e6f99c969cea9fdee56f9420dd9e52839379e007.txt,e6f99c969cea9fdee56f9420dd9e52839379e007,0,d6e7dd75a5614b889359856bf61734da.docx,2025-10-17T07:05:55.503825+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/a44d083c524553a307532e4d3c840fd68ee34ec5.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/a44d083c524553a307532e4d3c840fd68ee34ec5.txt,a44d083c524553a307532e4d3c840fd68ee34ec5,0,2ccb7f1bb2d949b39d5ec20a3878c4dd.docx,2025-10-17T07:05:55.630922+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/4c1a8df7d825a3cea2d142e10c5353dc6a87e5e0.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/4c1a8df7d825a3cea2d142e10c5353dc6a87e5e0.txt,4c1a8df7d825a3cea2d142e10c5353dc6a87e5e0,0,5aefacb10cd1404890ba066e78859c50.docx,2025-10-17T07:05:55.702869+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/e1b75e9a8251a90191d910f0eccdec1d7817686b.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/e1b75e9a8251a90191d910f0eccdec1d7817686b.txt,e1b75e9a8251a90191d910f0eccdec1d7817686b,0,1abb0d605e1346eb89cfd21b3fd2524f.doc,2025-10-17T07:05:58.137354+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/df6c94f2afb37d20aa55bea7b9d5b4e04f6320c2.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/df6c94f2afb37d20aa55bea7b9d5b4e04f6320c2.txt,df6c94f2afb37d20aa55bea7b9d5b4e04f6320c2,0,8c7924bc67ba488cbade24f652560e94.doc,2025-10-17T07:05:58.468797+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/6ee7235c1ccdd0de305b24eacd21f187cd0aeb6a.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/6ee7235c1ccdd0de305b24eacd21f187cd0aeb6a.txt,6ee7235c1ccdd0de305b24eacd21f187cd0aeb6a,0,87e344ad682149de976021a981132fd0.doc,2025-10-17T07:05:59.292810+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/dbb75ec2ac7c4ee2c300349f2888c56bff9a9af8.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/dbb75ec2ac7c4ee2c300349f2888c56bff9a9af8.txt,dbb75ec2ac7c4ee2c300349f2888c56bff9a9af8,0,4e3d956a342143a09412977fc6dd0009.doc,2025-10-17T07:05:59.382400+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/3e8d869cd1bcc114c1babfa1c350719166f44fda.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/3e8d869cd1bcc114c1babfa1c350719166f44fda.txt,3e8d869cd1bcc114c1babfa1c350719166f44fda,0,53590ec992184140a7ea338ffecd8d1a.docx,2025-10-17T07:06:02.264732+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/97cd4d1b5f222ef759ddedaca0596cc5c92cf056.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/97cd4d1b5f222ef759ddedaca0596cc5c92cf056.txt,97cd4d1b5f222ef759ddedaca0596cc5c92cf056,0,0365cda0ab674c6a916060dfb76aa131.docx,2025-10-17T07:06:02.411601+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/290f0367e98fae1a097636fc48eafdd79c697d1c.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/290f0367e98fae1a097636fc48eafdd79c697d1c.txt,290f0367e98fae1a097636fc48eafdd79c697d1c,0,8a18ef86823448caa9b4acf03671cc23.docx,2025-10-17T07:06:05.084023+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/05e488fd0448ecf20060b8396e647de130600670.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/05e488fd0448ecf20060b8396e647de130600670.txt,05e488fd0448ecf20060b8396e647de130600670,0,9afdbc1cd45e4d4c959ffadd3e4e46a4.docx,2025-10-17T07:06:05.231080+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/cc038772d22e74d640dcfdb5e268929c57da2602.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/cc038772d22e74d640dcfdb5e268929c57da2602.txt,cc038772d22e74d640dcfdb5e268929c57da2602,0,e531724f47154a77ba328d580b36478f.docx,2025-10-17T07:06:05.624502+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/d939582809e92b832d86faac179c9643f0d63ebf.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/d939582809e92b832d86faac179c9643f0d63ebf.txt,d939582809e92b832d86faac179c9643f0d63ebf,0,6389542382143257056c5d35b61a15416597cd104106e7efa9.docx,2025-10-17T07:06:05.725947+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/7996782f69a8b076679ee7f5453b71b827e126a9.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/7996782f69a8b076679ee7f5453b71b827e126a9.txt,7996782f69a8b076679ee7f5453b71b827e126a9,0,aa039ce9b57e4920910008650abb4261.docx,2025-10-17T07:06:08.226475+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/9c804e2916beac31d3f046c91eff1038197ef55b.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/9c804e2916beac31d3f046c91eff1038197ef55b.txt,9c804e2916beac31d3f046c91eff1038197ef55b,0,deeaffa8cc6b4fc09b7a69b327f27395.docx,2025-10-17T07:06:08.382625+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/6666eaf3ddc0f657141fd114381d1fae559e9575.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/6666eaf3ddc0f657141fd114381d1fae559e9575.txt,6666eaf3ddc0f657141fd114381d1fae559e9575,49689,a6b851f661004023affdb427f75daf4d.pdf,2025-10-17T07:06:11.636467+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/d4bfb90dfda81fd61b1012a327bce84c13994fe0.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/d4bfb90dfda81fd61b1012a327bce84c13994fe0.txt,d4bfb90dfda81fd61b1012a327bce84c13994fe0,0,7b3e53b5e8664880a21a05c2c55456f6.doc,2025-10-17T07:06:15.283214+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/62e83a3f7f598d708b473bbdb3a29d5fabd78066.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/62e83a3f7f598d708b473bbdb3a29d5fabd78066.txt,62e83a3f7f598d708b473bbdb3a29d5fabd78066,0,d35ee6fc17a7479bbde2fbe3ca7f0586.doc,2025-10-17T07:06:15.458407+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/8d60e9955614747fd9d935a637c2cb687795bc68.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/8d60e9955614747fd9d935a637c2cb687795bc68.txt,8d60e9955614747fd9d935a637c2cb687795bc68,0,a68b51240042444c8198fdcefa0276ed.docx,2025-10-17T07:06:15.510641+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/970e7dbc2940c6b79b31833c4ef15bc039396368.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/970e7dbc2940c6b79b31833c4ef15bc039396368.txt,970e7dbc2940c6b79b31833c4ef15bc039396368,0,616ba30c01c247ac98e276b7c0c02ea9.docx,2025-10-17T07:06:18.021712+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/dfa6b7e988e8b8a1bdaca79a75b88c1a108899dc.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/dfa6b7e988e8b8a1bdaca79a75b88c1a108899dc.txt,dfa6b7e988e8b8a1bdaca79a75b88c1a108899dc,0,e27b489207bd40f7b578eef9b7cb98fe.docx,2025-10-17T07:06:18.095271+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/ca3940d379e77680edf7401bf7788f4d1c78e3fc.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/ca3940d379e77680edf7401bf7788f4d1c78e3fc.txt,ca3940d379e77680edf7401bf7788f4d1c78e3fc,0,cbe01ce500a54fd6b0ba399f36849328.docx,2025-10-17T07:06:18.137733+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/692bda7eabf2ad73a50c18fb360294d328c75cdb.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/692bda7eabf2ad73a50c18fb360294d328c75cdb.txt,692bda7eabf2ad73a50c18fb360294d328c75cdb,124041,f1e255215f2c4061a654390bb694e926.pdf,2025-10-17T07:06:26.809565+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/5961d186f30c9a97bbfcf27f7d492d4b5953f7fd.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/5961d186f30c9a97bbfcf27f7d492d4b5953f7fd.txt,5961d186f30c9a97bbfcf27f7d492d4b5953f7fd,27838,7450de0af09c46b5b169070514f3c92e.pdf,2025-10-17T07:06:29.082350+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/870652b5a8380ab976e6b2e453cc7136e78dba3d.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/870652b5a8380ab976e6b2e453cc7136e78dba3d.txt,870652b5a8380ab976e6b2e453cc7136e78dba3d,0,4de0d5c892aa4c2f80eda34a8597339a.docx,2025-10-17T07:06:31.659196+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/4a9998d82d56ac476d9a6648d71a0a9c451e087f.pdf,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/4a9998d82d56ac476d9a6648d71a0a9c451e087f.txt,4a9998d82d56ac476d9a6648d71a0a9c451e087f,36157,b88391fea5364e96b1678d9571f69d3d.pdf,2025-10-17T07:06:36.642004+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/52e611cd0cc13cb338d7b79a407c80f4b27dd803.docx,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/52e611cd0cc13cb338d7b79a407c80f4b27dd803.txt,52e611cd0cc13cb338d7b79a407c80f4b27dd803,0,6f963987e8ea44d7a792e78bdd8ba5c0.docx,2025-10-17T07:06:37.012570+00:00
DU_THAO_QH_LUAT,,,,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/pdf/dd287eb496d8b4829222e45d96fe094cde62b3e7.doc,/Users/minhtan/Documents/GitHub/Law_in_Tech/outputs/raw/txt/dd287eb496d8b4829222e45d96fe094cde62b3e7.txt,dd287eb496d8b4829222e45d96fe094cde62b3e7,0,a88e6b35aae141d1bd11cb0810df7cc7.doc,2025-10-17T07:06:39.314468+00:00
